id,name,state,postcode,suburb,type
8315,St Dominic's College,NSW,2747,Kingswood,school
8316,St Dominic's Priory College,SA,5006,North Adelaide,school
8317,St Dominic's School,WA,6018,Innaloo,school
8318,St Dominic's School,VIC,3337,Melton,school
8319,St Dominic's School,VIC,3047,Broadmeadows,school
8320,St Dominic's School,VIC,3124,Camberwell,school
8321,St Dympna's Parish School,QLD,4034,Aspley,school
8322,St Edmund's College,QLD,4305,Woodend,school
8323,St Edmund's College,NSW,2076,Wahroonga,school
8324,St Edmund's College Canberra,ACT,2603,Griffith,school
8325,St Edward the Confessor School,QLD,4127,Daisy Hill,school
8326,St Edward's Catholic Primary School,NSW,2804,Canowindra,school
8327,St Edward's Christian Brothers' College,NSW,2250,East Gosford,school
8328,St Edward's Primary School,NSW,2340,South Tamworth,school
8329,"St Edward's Primary School, Robert Street campus",NSW,2340,South Tamworth,school
8330,St Elizabeth's Catholic Primary School,WA,6065,Hocking,school
8331,St Elizabeth's School,QLD,4121,Tarragindi,school
8332,St Elizabeth's School,VIC,3175,Dandenong North,school
8333,St Emilie's Catholic Primary School,WA,6155,Canning Vale,school
8334,St Eugene College,QLD,4505,Burpengary,school
8335,St Euphemia College,NSW,2200,Bankstown,school
8336,St Felix Catholic Primary School,NSW,2200,Bankstown,school
8337,St Fiacre's Catholic Primary School,NSW,2040,Leichhardt,school
8338,St Fidelis' School,VIC,3058,Moreland,school
8339,St Finbarr's Primary School,NSW,2481,Byron Bay,school
8340,St Finbarr's School,QLD,4060,Ashgrove,school
8341,St Finbarr's School,QLD,4480,Quilpie,school
8342,St Finbar's Catholic Primary School Sans Souci,NSW,2219,Sans Souci,school
8343,St Finbar's Primary School,NSW,2773,Glenbrook,school
8344,St Finbar's School,VIC,3187,Brighton East,school
8345,St Finn Barr's Catholic Primary School,TAS,7248,Invermay,school
8346,St Flannan's School,QLD,4034,Zillmere,school
8347,St Francis Catholic College,VIC,3337,Melton West,school
8348,St Francis Catholic College - Cobblebank Campus,VIC,3338,Melton,school
8349,St Francis Catholic College,NSW,2174,Edmondson Park,school
8350,St Francis Catholic Primary School,QLD,4680,Tannum Sands,school
8351,St Francis Catholic School,QLD,4821,Hughenden,school
8352,St Francis Catholic School,QLD,4807,Ayr,school
8353,St Francis College,QLD,4132,Crestmead,school
8354,St Francis de Sales Catholic Primary School,NSW,2230,Woolooware,school
8355,St Francis De Sales Catholic Primary School,VIC,3975,Lynbrook,school
8356,St Francis de Sales College,SA,5251,Mount Barker,school
8357,St Francis De Sales Regional College,NSW,2705,Leeton,school
8358,St Francis de Sales School,VIC,3046,Oak Park,school
8359,St Francis De Sales School,QLD,4361,Clifton,school
8360,St Francis Flexible Learning Centre,TAS,7011,Chigwell,school
8361,St Francis of Assisi Catholic Primary School,VIC,3029,Tarneit,school
8362,St Francis of Assisi Catholic Primary School,WA,6036,Butler,school
8363,St Francis of Assisi Catholic Primary School,NSW,2502,Warrawong,school
8364,St Francis of Assisi Catholic Primary School,NT,0836,Humpty Doo,school
8365,St Francis of Assisi College,SA,5341,Renmark,school
8366,St Francis of Assisi Primary School,NSW,2761,Glendenning,school
8367,St Francis of Assisi Primary School,ACT,2905,Calwell,school
8368,St Francis of Assisi Primary School,VIC,3691,Baranduda,school
8369,St Francis of Assisi Regional Catholic Primary School,NSW,2021,Paddington,school
8370,St Francis of Assisi School,VIC,3082,Mill Park,school
8371,St Francis of Assisi School,SA,5074,Newton,school
8372,St Francis of the Fields School,VIC,3551,Strathfieldsaye,school
8373,St Francis School,SA,5032,Lockleys,school
8374,St Francis' School,VIC,3638,Nathalia,school
8375,St Francis' School,WA,6109,Maddington,school
8376,St Francis Xavier Catholic Primary School,QLD,4740,Mackay West,school
8377,St Francis Xavier Catholic School,NT,0822,Daly River,school
8378,St Francis Xavier Catholic School - Wudikapildiyer Homeland Learning Centre Campus,NT,0822,Woodycupaldiya,school
8379,St Francis Xavier Catholic School Ashbury,NSW,2133,Croydon Park,school
8380,St Francis Xavier College,VIC,3807,Beaconsfield,school
8381,St Francis Xavier College - Berwick Campus,VIC,3806,Berwick,school
8382,St Francis Xavier College - Officer Campus,VIC,3809,Officer,school
8383,St Francis Xavier College,ACT,2615,Florey,school
8384,St Francis Xavier Primary School,WA,6530,Geraldton,school
8385,St Francis Xavier Primary School,VIC,3094,Montmorency,school
8386,St Francis Xavier Primary School,NSW,2478,Ballina,school
8387,St Francis Xavier Primary School,NSW,2456,Woolgoolga,school
8388,St Francis Xavier School,VIC,3199,Frankston,school
8389,St Francis Xavier School,VIC,3350,Ballarat East,school
8390,St Francis Xavier School,VIC,3214,Corio,school
8391,St Francis Xavier School,QLD,4300,Goodna,school
8392,St Francis Xavier School,QLD,4216,Runaway Bay,school
8393,St Francis Xavier's Catholic Primary School,NSW,2205,Arncliffe,school
8394,St Francis Xavier's Catholic Primary School,NSW,2170,Lurnea,school
8395,St Francis Xavier's College,NSW,2303,Hamilton,school
8396,St Francis Xavier's Primary School,NSW,2280,Belmont,school
8397,St Francis Xavier's Primary School,NSW,2672,Lake Cargelligo,school
8398,St Francis Xavier's Primary School,NSW,2390,Narrabri,school
8399,St Francis Xavier's Regional Catholic School,SA,5127,Wynn Vale,school
8400,St Francis Xavier's School,QLD,4870,Manunda,school
8401,St Francis Xavier's School,VIC,3128,Box Hill,school
8402,St Gabriel's Catholic Primary School Bexley,NSW,2207,Bexley,school
8403,St Gabriel's School,VIC,3073,Reservoir,school
8404,St Gabriel's School,VIC,3844,Traralgon,school
8405,St Gabriel's School,SA,5085,Enfield,school
8406,St Gabriel's School for students with special needs,NSW,2154,Castle Hill,school
8407,St George Christian School,NSW,2220,Hurstville,school
8408,St George Christian School (Infants),NSW,2217,Sans Souci,school
8409,St George College - Senior Campus,SA,5031,Mile End,school
8410,St George College - Junior Campus,SA,5031,Mile End,school
8411,St George Girls High School,NSW,2217,Kogarah,school
8412,St George Hospital School,NSW,2217,Kogarah,school
8413,St George Preca School,VIC,3023,Caroline Springs,school
8414,St George School,NSW,2217,Kogarah,school
8415,St George State High School,QLD,4487,St George,school
8416,St George State School,QLD,4487,St George,school
8417,St George's Anglican Grammar School,WA,6000,Perth,school
8418,St Georges Basin Public School,NSW,2540,Basin View,school
8419,St Georges Road Primary School Shepparton,VIC,3630,Shepparton,school
8420,St Georges Road Primary School Shepparton-Shepparton English Language Centre,VIC,3632,Shepparton,school
8421,St Gerard Majella Primary School,QLD,4868,Woree,school
8422,St Gerard's Catholic Primary School,WA,6061,Westminster,school
8423,St Gerard's Catholic Primary School,NSW,2118,Carlingford,school
8424,St Gerard's School,VIC,3175,Dandenong North,school
8425,St Gertrude's Catholic Primary School,NSW,2164,Smithfield,school
8426,St Gregory the Great School,VIC,3108,Doncaster,school
8427,St Gregory's College Campbelltown,NSW,2557,Gregory Hills,school
8428,St Gregory's Primary School,NSW,2620,Queanbeyan,school
8429,St Gregory's Primary School - Lowe Street Campus,NSW,2620,Queanbeyan,school
8430,St Helena Secondary College,VIC,3095,Eltham North,school
8431,St Helena's Catholic Primary School,WA,6069,Ellenbrook,school
8432,St Helens District High School,TAS,7216,St Helens,school
8433,St Helens Park Public School,NSW,2560,St Helens Park,school
8434,St Helens State School,QLD,4650,St Helens,school
8435,St Hilda's Anglican School for Girls,WA,6012,Mosman Park,school
8436,St Hilda's Anglican School for Girls - Chidley Campus,WA,6012,Mosman Park,school
8437,St Hilda's School,QLD,4215,Southport,school
8438,St Hurmizd Assyrian Primary School,NSW,2176,Greenfield Park,school
8439,St Ignatius' Parish School,NSW,2840,Bourke,school
8440,St Ignatius School,QLD,4066,Toowong,school
8441,St Ita's Regional Primary School,QLD,4102,Dutton Park,school
8442,St Ita's School,VIC,3818,Drouin,school
8443,St Ives High School,NSW,2075,St Ives,school
8444,St Ives North Public School,NSW,2075,St Ives,school
8445,St Ives Park Public School,NSW,2075,St Ives,school
8446,St Ives Public School,NSW,2075,St Ives,school
8447,St Jakobi Lutheran School,SA,5351,Lyndoch,school
8448,St James' Anglican School,WA,6038,Alkimos,school
8449,St James Catholic College,TAS,7112,Cygnet,school
8450,St James Catholic Primary School,NSW,2037,Glebe,school
8451,St James College,QLD,4000,Brisbane,school
8452,St James Lutheran College,QLD,4655,Urraween,school
8453,St James Primary School,QLD,4151,Coorparoo,school
8454,St James' Primary School,NSW,2289,Kotara South,school
8455,St James' Primary School,NSW,2333,Muswellbrook,school
8456,St James' Primary School,NSW,2464,Yamba,school
8457,St James' Primary School,NSW,2486,Banora Point,school
8458,St James School,VIC,3812,Nar Nar Goon,school
8459,St James School,SA,5491,Jamestown,school
8460,St James' School,VIC,3133,Vermont,school
8461,St James' School,VIC,3356,Sebastopol,school
8462,St James' School,VIC,3186,Brighton,school
8463,St James the Apostle School,VIC,3029,Hoppers Crossing,school
8464,St Jerome's Catholic Primary School,NSW,2196,Punchbowl,school
8465,St Jerome's Primary School,WA,6166,Lake Coogee,school
8466,St Joachim's Catholic Primary School,NSW,2141,Lidcombe,school
8467,St Joachim's School,VIC,3201,Carrum Downs,school
8468,St Joachim's School,QLD,4121,Holland Park,school
8469,St Joan of Arc Catholic Primary School,NSW,2045,Haberfield,school
8470,St Joan of Arc School,VIC,3186,Brighton,school
8471,St John Bosco Catholic Primary School,NSW,2233,Engadine,school
8472,St John Bosco Catholic School,QLD,4804,Collinsville,school
8473,St John Bosco College,NSW,2233,Engadine,school
8474,St John Bosco College,WA,6112,Piara Waters,school
8475,St John Bosco School,SA,5032,Brooklyn Park,school
8476,St John Bosco's School,VIC,3042,Niddrie,school
8477,St John Fisher Catholic Primary School,NSW,2261,Tumbi Umbi,school
8478,St John Fisher College,QLD,4017,Bracken Ridge,school
8479,St John of Kronstadt Academy,QLD,4122,Upper Mount Gravatt,school
8480,St John Paul College,NSW,2450,Coffs Harbour,school
8481,Lismore Diocese Online Education Centre,NSW,2450,Coffs Harbour,school
8482,St John Paul II Catholic College (Schofields),NSW,2762,Schofields,school
8483,St John Paul II Catholic College (Nirimba),NSW,2763,Nirimba Fields,school
8484,St John Paul II Catholic Primary School,WA,6031,Banksia Grove,school
8485,St John Paul II College,ACT,2913,Nicholls,school
8486,St John the Apostle Catholic Primary School,VIC,3029,Tarneit,school
8487,St John the Apostle Catholic Primary School,NSW,2099,Narraweena,school
8488,St John The Apostle Parish School,SA,5165,Christies Beach,school
8489,St John the Apostle Primary School,ACT,2615,Florey,school
8490,St John the Baptist Catholic Primary School,QLD,4680,Gladstone,school
8491,St John the Baptist Catholic Primary School,NSW,2096,Freshwater,school
8492,St John the Baptist Catholic Primary School,NSW,2256,Woy Woy South,school
8493,St John the Baptist Catholic School,SA,5038,Plympton,school
8494,St John the Baptist Primary School,NSW,2320,Maitland,school
8495,St John the Baptist School,VIC,3156,Ferntree Gully,school
8496,St John the Baptist's School,VIC,3981,Koo Wee Rup,school
8497,St John the Evangelist Catholic High School,NSW,2541,Nowra,school
8498,St John The Evangelist Catholic Primary School,NSW,2560,Campbelltown,school
8499,St John Vianney Catholic Primary School,NSW,2190,Greenacre,school
8500,St John Vianney Primary School,NSW,2264,Morisset,school
8501,St John Vianney's Primary School,NSW,2767,Doonside,school
8502,St John Vianney's Primary School,QLD,4179,Manly,school
8503,St John Vianney's Primary School,ACT,2611,Waramanga,school
8504,St John Vianney's School,VIC,3170,Mulgrave,school
8505,St John Vianney's School,VIC,3195,Parkdale,school
8506,St John XXIII Catholic College (Primary),NSW,2768,Stanhope Gardens,school
8507,St John XXIII Catholic College (Secondary),NSW,2768,Stanhope Gardens,school
8508,St John XXIII Primary School,VIC,3074,Thomastown,school
8509,St John's Anglican College,QLD,4078,Forest Lake,school
8510,St John's Anglican College - Alpine Place Campus,QLD,4078,Forest Lake,school
8511,St John's Catholic College,NT,0820,The Gardens,school
8512,St John's Catholic Primary School,NSW,2530,Dapto,school
8513,St John's Catholic Primary School,NSW,2144,Auburn,school
8514,St John's Catholic Primary School,NSW,2396,Baradine,school
8515,St John's Catholic Primary School,NSW,2830,Dubbo,school
8516,St John's Catholic Primary School,QLD,4751,Walkerston,school
8517,St John's Catholic School,TAS,7025,Richmond,school
8518,St Johns College,NSW,2830,Dubbo,school
8519,St John's College,NSW,2480,Lismore,school
8520,St John's College,QLD,4560,Nambour,school
8521,St John's College Preston,VIC,3072,Preston,school
8522,St John's Grammar School - Junior Campus,SA,5052,Belair,school
8523,St John's Grammar School - Secondary Campus,SA,5052,Belair,school
8524,St John's Lutheran Primary School,QLD,4670,Bundaberg,school
8525,St John's Lutheran Primary School,NSW,2642,Jindera,school
8526,St John's Lutheran School,QLD,4610,Kingaroy,school
8527,St John's Lutheran School,SA,5374,Eudunda,school
8528,St John's Lutheran School,VIC,3305,Portland,school
8529,St John's Parish School,NSW,2835,Cobar,school
8530,St John's Parish School,NSW,2823,Trangie,school
8531,St Johns Park High School,NSW,2176,St Johns Park,school
8532,St Johns Park Public School,NSW,2176,St Johns Park,school
8533,St John's Primary School,NSW,2482,Mullumbimby,school
8534,St John's Primary School,NSW,2299,Lambton,school
8535,St John's Primary School,NSW,2765,Riverstone,school
8536,St John's Regional College,VIC,3175,Dandenong,school
8537,St John's School,VIC,3199,Frankston East,school
8538,St John's School,VIC,3132,Mitcham,school
8539,St John's School,VIC,3666,Euroa,school
8540,St John's School,VIC,3011,Footscray,school
8541,St John's School,VIC,3280,Dennington,school
8542,St John's School,VIC,3084,Heidelberg,school
8543,St John's School,QLD,4856,Silkwood,school
8544,St John's School,QLD,4455,Roma,school
8545,St John's School,WA,6530,Geraldton,school
8546,St John's School,WA,6019,Scarborough,school
8547,St Joseph the Worker Catholic Primary School,NSW,2144,Auburn South,school
8548,St Joseph the Worker School,VIC,3073,Reservoir,school
8549,St Joseph’s Catholic Primary School,VIC,3030,Werribee,school
8550,St Joseph's - North Melbourne Campus,VIC,3051,North Melbourne,school
8551,St Joseph's - Ballarat Campus,VIC,3350,Bakery Hill,school
8552,St Joseph's - BlendED Campus,VIC,3053,Carlton,school
8553,St Joseph's - Colac Campus,VIC,3250,Colac,school
8554,St Joseph's - Geelong Campus,VIC,3216,Grovedale,school
8555,St Joseph's Catholic College,NSW,2250,East Gosford,school
8556,St Joseph's Catholic College,NSW,2336,Aberdeen,school
8557,St Joseph's Catholic College,NT,0850,Katherine,school
8558,St Joseph's Catholic Flexible School,NT,0870,Alice Springs,school
8559,St Joseph's Catholic High School,NSW,2527,Albion Park,school
8560,St Joseph's Catholic Primary School,NSW,2516,Bulli,school
8561,St Joseph's Catholic Primary School,NSW,2101,Narrabeen,school
8562,St Joseph's Catholic Primary School,NSW,2192,Belmore,school
8563,St Joseph's Catholic Primary School,NSW,2136,Enfield,school
8564,St Joseph's Catholic Primary School,NSW,2223,Oatley,school
8565,St Joseph's Catholic Primary School,NSW,2170,Moorebank,school
8566,St Joseph's Catholic Primary School,NSW,2210,Riverwood,school
8567,St Joseph's Catholic Primary School,NSW,2216,Rockdale,school
8568,St Joseph's Catholic Primary School,NSW,2799,Blayney,school
8569,St Joseph's Catholic Primary School,NSW,2787,Oberon,school
8570,St Joseph's Catholic Primary School,NSW,2806,Eugowra,school
8571,St Joseph's Catholic Primary School,NSW,2827,Gilgandra,school
8572,St Joseph's Catholic Primary School,NSW,2865,Manildra,school
8573,St Joseph's Catholic Primary School,NSW,2866,Molong,school
8574,St Joseph's Catholic Primary School,NSW,2847,Portland,school
